Parameters,Average Fitness
"(('crossover', <function fast_order_mapped_crossover at 0x00000249F3FD08B0>), ('crossover_rate', 0.7), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function swap_mutation at 0x00000249F3FD0C10>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 50), ('selection', <function rank_selection at 0x00000249F3FD0310>))",3937.5333333333333
"(('crossover', <function fast_order_mapped_crossover at 0x00000249F3FD08B0>), ('crossover_rate', 0.7), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function displacement_mutation at 0x00000249F3FD0D30>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 50), ('selection', <function rank_selection at 0x00000249F3FD0310>))",3946.3333333333335
"(('crossover', <function partially_mapped_crossover at 0x00000249F3FD0700>), ('crossover_rate', 0.9), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function swap_mutation at 0x00000249F3FD0C10>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 50), ('selection', <function tournament_selection at 0x00000249F3FD0040>))",4096.933333333333
"(('crossover', <function cycle_crossover at 0x00000249F3FD09D0>), ('crossover_rate', 0.7), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function swap_mutation at 0x00000249F3FD0C10>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 50), ('selection', <function rank_selection at 0x00000249F3FD0310>))",4065.8
"(('crossover', <function partially_mapped_crossover at 0x00000249F3FD0700>), ('crossover_rate', 0.9), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function inversion_mutation at 0x00000249F3FD0CA0>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 50), ('selection', <function tournament_selection at 0x00000249F3FD0040>))",4073.4666666666667
"(('crossover', <function partially_mapped_crossover at 0x00000249F3FD0700>), ('crossover_rate', 0.9), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function displacement_mutation at 0x00000249F3FD0D30>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 50), ('selection', <function tournament_selection at 0x00000249F3FD0040>))",4103.2
"(('crossover', <function fast_order_mapped_crossover at 0x00000249F3FD08B0>), ('crossover_rate', 0.7), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function inversion_mutation at 0x00000249F3FD0CA0>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 50), ('selection', <function rank_selection at 0x00000249F3FD0310>))",3911.2
"(('crossover', <function cycle_crossover at 0x00000249F3FD09D0>), ('crossover_rate', 0.7), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function inversion_mutation at 0x00000249F3FD0CA0>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 50), ('selection', <function rank_selection at 0x00000249F3FD0310>))",4038.266666666667
"(('crossover', <function order_crossover at 0x00000249F3FD0940>), ('crossover_rate', 0.9), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function swap_mutation at 0x00000249F3FD0C10>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 50), ('selection', <function tournament_selection at 0x00000249F3FD0040>))",4095.4
"(('crossover', <function cycle_crossover at 0x00000249F3FD09D0>), ('crossover_rate', 0.7), ('elitism_size', 5), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function displacement_mutation at 0x00000249F3FD0D30>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 50), ('selection', <function rank_selection at 0x00000249F3FD0310>))",4060.6
"(('crossover', <function fast_order_mapped_crossover at 0x00000249F3FD08B0>), ('crossover_rate', 0.9), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function swap_mutation at 0x00000249F3FD0C10>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 50), ('selection', <function tournament_selection at 0x00000249F3FD0040>))",3916.866666666667
"(('crossover', <function partially_mapped_crossover at 0x00000249F3FD0700>), ('crossover_rate', 0.9), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function swap_mutation at 0x00000249F3FD0C10>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 50), ('selection', <function roulette_selection at 0x00000249F3FD04C0>))",3951.733333333333
"(('crossover', <function partially_mapped_crossover at 0x00000249F3FD0700>), ('crossover_rate', 0.9), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function displacement_mutation at 0x00000249F3FD0D30>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 50), ('selection', <function roulette_selection at 0x00000249F3FD04C0>))",4015.9333333333334
"(('crossover', <function partially_mapped_crossover at 0x00000249F3FD0700>), ('crossover_rate', 0.9), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function inversion_mutation at 0x00000249F3FD0CA0>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 50), ('selection', <function roulette_selection at 0x00000249F3FD04C0>))",3995.0666666666666
"(('crossover', <function order_crossover at 0x00000249F3FD0940>), ('crossover_rate', 0.9), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function displacement_mutation at 0x00000249F3FD0D30>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 50), ('selection', <function tournament_selection at 0x00000249F3FD0040>))",4093.866666666667
"(('crossover', <function fast_order_mapped_crossover at 0x00000249F3FD08B0>), ('crossover_rate', 0.9), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function displacement_mutation at 0x00000249F3FD0D30>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 50), ('selection', <function tournament_selection at 0x00000249F3FD0040>))",3954.0
"(('crossover', <function order_crossover at 0x00000249F3FD0940>), ('crossover_rate', 0.9), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function inversion_mutation at 0x00000249F3FD0CA0>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 50), ('selection', <function tournament_selection at 0x00000249F3FD0040>))",4066.2
"(('crossover', <function fast_order_mapped_crossover at 0x00000249F3FD08B0>), ('crossover_rate', 0.9), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function inversion_mutation at 0x00000249F3FD0CA0>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 50), ('selection', <function tournament_selection at 0x00000249F3FD0040>))",3875.6
"(('crossover', <function order_crossover at 0x00000249F3FD0940>), ('crossover_rate', 0.9), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function displacement_mutation at 0x00000249F3FD0D30>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 50), ('selection', <function roulette_selection at 0x00000249F3FD04C0>))",4015.266666666667
"(('crossover', <function order_crossover at 0x00000249F3FD0940>), ('crossover_rate', 0.9), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function swap_mutation at 0x00000249F3FD0C10>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 50), ('selection', <function roulette_selection at 0x00000249F3FD04C0>))",4049.5333333333333
"(('crossover', <function cycle_crossover at 0x00000249F3FD09D0>), ('crossover_rate', 0.9), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function displacement_mutation at 0x00000249F3FD0D30>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 50), ('selection', <function tournament_selection at 0x00000249F3FD0040>))",4052.9333333333334
"(('crossover', <function cycle_crossover at 0x00000249F3FD09D0>), ('crossover_rate', 0.9), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function swap_mutation at 0x00000249F3FD0C10>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 50), ('selection', <function tournament_selection at 0x00000249F3FD0040>))",4055.733333333333
"(('crossover', <function cycle_crossover at 0x00000249F3FD09D0>), ('crossover_rate', 0.9), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function inversion_mutation at 0x00000249F3FD0CA0>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 50), ('selection', <function tournament_selection at 0x00000249F3FD0040>))",4030.133333333333
"(('crossover', <function order_crossover at 0x00000249F3FD0940>), ('crossover_rate', 0.9), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function inversion_mutation at 0x00000249F3FD0CA0>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 50), ('selection', <function roulette_selection at 0x00000249F3FD04C0>))",4078.4
"(('crossover', <function partially_mapped_crossover at 0x00000249F3FD0700>), ('crossover_rate', 0.9), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function displacement_mutation at 0x00000249F3FD0D30>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 50), ('selection', <function rank_selection at 0x00000249F3FD0310>))",4073.733333333333
"(('crossover', <function partially_mapped_crossover at 0x00000249F3FD0700>), ('crossover_rate', 0.9), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function swap_mutation at 0x00000249F3FD0C10>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 50), ('selection', <function rank_selection at 0x00000249F3FD0310>))",4049.6666666666665
"(('crossover', <function fast_order_mapped_crossover at 0x00000249F3FD08B0>), ('crossover_rate', 0.9), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function displacement_mutation at 0x00000249F3FD0D30>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 50), ('selection', <function roulette_selection at 0x00000249F3FD04C0>))",3963.2
"(('crossover', <function fast_order_mapped_crossover at 0x00000249F3FD08B0>), ('crossover_rate', 0.9), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function swap_mutation at 0x00000249F3FD0C10>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 50), ('selection', <function roulette_selection at 0x00000249F3FD04C0>))",3973.5333333333333
"(('crossover', <function cycle_crossover at 0x00000249F3FD09D0>), ('crossover_rate', 0.9), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function displacement_mutation at 0x00000249F3FD0D30>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 50), ('selection', <function roulette_selection at 0x00000249F3FD04C0>))",4031.5333333333333
"(('crossover', <function partially_mapped_crossover at 0x00000249F3FD0700>), ('crossover_rate', 0.9), ('elitism_size', 2), ('evaluator', <function fitness_function at 0x00000249F3FD1120>), ('initializer', <function population at 0x00000249F3FD1480>), ('mutation', <function inversion_mutation at 0x00000249F3FD0CA0>), ('mutation_rate', 0.05), ('num_generations', 50), ('population_size', 50), ('selection', <function rank_selection at 0x00000249F3FD0310>))",4050.4
